"EmpiricalMSEpropPre" "EmpiricalMSEgapPre" "EmpiricalMSEpropPre.ELL" "EmpiricalMSEgapPre.ELL" "EmpiricalMSEpropPre.New" "EmpiricalMSEgapPre.New"
0.0168042057072856 0.00048150527395437 0.0214318382305137 0.000791737724333149 0.0167905097693209 0.00048091219908859
0.0176953568489973 0.000489338355448886 0.0228371924895082 0.000809633846921557 0.0176871563773373 0.000488641274505006
0.0187769297775158 0.000569652849556587 0.0253397093962808 0.00109315664227866 0.0187552168086972 0.000568507278814551
0.0163249767793393 0.000477003823126654 0.0196957201512901 0.00072922072024294 0.016314424225897 0.000476349366349799
0.016527504808983 0.0004973106498298 0.0193059840979315 0.00069863354845728 0.0165247374790986 0.000496755034741245
0.015231868944335 0.000401035754318319 0.019547469045115 0.000697791431275741 0.0152149579604669 0.000400422690931288
0.0185936985934518 0.000520546471693477 0.0282897438293456 0.0012271933185526 0.0185747119381025 0.000519747192592522
0.0164963895699468 0.000475893260399739 0.02107438166872 0.000831856511624085 0.016475161515236 0.000474978692187374
0.0178741872807786 0.000532035756666758 0.0221047586941874 0.000875657056217273 0.0178783006251775 0.000531761709319583
0.0165466404422149 0.000480658703768314 0.0235775151455503 0.00100636609459392 0.0165280362540608 0.000480195683544193
0.0160109361452408 0.000441818808157351 0.020375605487326 0.000787803931960255 0.0160208886874047 0.000441926666915422
0.0199732288396596 0.000548706655498582 0.0289773184731205 0.00121990517839743 0.0199660321550084 0.000548204098161067
0.0159880848350687 0.000418215398814496 0.0206418569379639 0.000757172294364609 0.0159949703163105 0.000418023209497955
0.0182531064539877 0.000575974410671825 0.0219572943404981 0.000868217545551901 0.018245608690999 0.000575738587527612
0.0176534080079441 0.000490985200351638 0.020123778718164 0.000653529925537809 0.0176494548625899 0.000490560741310342
0.0184979327148249 0.000533147820689621 0.0233435114521693 0.000853196646385401 0.0184795024574583 0.000532653436465397
0.0159465118922905 0.000395278671957719 0.0187867524421792 0.000583635680176221 0.0159386220843865 0.000394521765547964
0.0165866719000922 0.000427010474241987 0.0227529459662774 0.000895469871851738 0.0165709998545068 0.000425913913178827
0.0155573436860917 0.000467478927938581 0.019186421576098 0.000739869579365878 0.0155535428599355 0.000467385387050565
0.0181336370056678 0.000481243550854287 0.021846368344877 0.00073454135466054 0.0181229064976279 0.000480845921123198
0.0157306396624543 0.000444005885818649 0.0181828196816721 0.000604289368353943 0.0157286491696929 0.000444049755184111
0.0178217567284612 0.000504202846014203 0.0203474574423787 0.000699681421205404 0.0178157892545256 0.00050374994826606
0.0163082918078058 0.000414488250730049 0.0213701088440474 0.000765485625191791 0.0163052449945881 0.000414134831631632
0.017326653312779 0.00043052742717417 0.0234740635478179 0.000831374521981333 0.0173085989502169 0.000430089491832785
0.017424960104823 0.000471578828213301 0.0197302283351688 0.000627722095510172 0.0174377182445563 0.000471436419425038
0.019732554767375 0.000571979963222026 0.0249071726553321 0.000976474861794197 0.0197463079997312 0.000572131083796213
0.0172006113309327 0.000473599654018899 0.0212603544875868 0.000758756768964379 0.0171851143120109 0.000473148531460254
0.0167176726802143 0.000496921339965984 0.0230413139091383 0.000951791929278265 0.0167113982356237 0.000496820430487959
0.0172937775469865 0.00053333190430824 0.021958015678624 0.000927371003673111 0.0172931137246626 0.000533013166823213
0.0172643626533682 0.000444183599661775 0.0247233904089062 0.00098091483041427 0.017254618284516 0.000443656516185883
0.0184585098141601 0.000483996320390834 0.0237956201070289 0.00086975521802575 0.0184380177787485 0.000483354665074248
0.0160833158890477 0.000451715479304623 0.0197610763169104 0.000729927820024679 0.0160718730795472 0.000451513720589482
0.0176679961675625 0.000501685118664819 0.0247824795868418 0.00108149542235514 0.0176403540401819 0.000500218414087557
0.0175932939732587 0.000450360509876978 0.0245207883791313 0.000925661993954153 0.017562832830653 0.000449289329074165
0.016244095023851 0.000441406747943326 0.0213837315254297 0.000802591365667419 0.0162402384357001 0.000441316731074421
0.0174673919925274 0.000496729294395733 0.0202452038182749 0.000719593528699271 0.0174604963614622 0.000496225984820482
0.0149004029103429 0.000386149046176337 0.0203404413662817 0.000788166234596926 0.0148940596085596 0.00038548690378389
0.0181799963539375 0.000547956461110595 0.021116816586508 0.000798784627061102 0.0181762098221459 0.000547912256292106
0.0182674099175381 0.000542875265889149 0.0244250071117108 0.00101835040467533 0.0182514406825052 0.000542462494854166
0.0157927735024273 0.000431196083163477 0.0219463163226613 0.00091943100715001 0.0157548367769687 0.000429514001989961
0.0175911757066965 0.000472892508207088 0.0225635306005683 0.000867908923279057 0.0175754039161574 0.0004719102770286
0.0173287209960728 0.000487641799176089 0.0215074964785532 0.000802030710959054 0.0173127801591967 0.000487469815354239
0.0172800187066286 0.000460937769803657 0.0219297430298678 0.000769940573630174 0.0172744929836659 0.000460266675122918
0.0168607429314448 0.000458919762043479 0.0193199801799973 0.000628109572336446 0.0168644974827297 0.000458806113723614
0.0182622359081866 0.000526044776750193 0.0276106429079659 0.00130129627534958 0.0182426952497121 0.000524642749623058
0.0160648888012489 0.000413389256355501 0.022843083673634 0.000911232172758184 0.0160460048025497 0.000413243516269531
0.0173458479827302 0.000449423535045041 0.0225735769436375 0.000834565581459865 0.017333974058448 0.000448531179429815
0.0157831605649892 0.000462271198726189 0.0223371361381983 0.000940075992590813 0.0157778982001017 0.000461896092078236
0.0158313601864603 0.000420248292549871 0.0183990077688433 0.000606891414676096 0.0158175767613871 0.00041945049772557
0.0187473797630532 0.000537997234100393 0.0244294486485583 0.000994835379653578 0.0187452855463629 0.000537684372964107
0.0175803894343661 0.000482208316959128 0.0220232475427437 0.000810871560213818 0.0175841209312888 0.000482040819824249
0.0164148893060405 0.000428061888776502 0.0195937580065682 0.00067215858937415 0.0163972649874389 0.000427386201921769
0.019578470846592 0.000543683599398417 0.0260949895854563 0.00103052300313752 0.0195640189830194 0.000542975201049992
0.0145527901049437 0.000395905942107024 0.018422732232946 0.000671960260799917 0.0145436735761517 0.000395508989692213
0.0167111101653335 0.000485232417127812 0.0252819032655712 0.00116680357389292 0.0166923871464552 0.000484248015765116
0.0176212277668682 0.000480770585621326 0.0250375676713259 0.00104440609656083 0.0176085274282368 0.000480219433398954
0.0153300049041697 0.00044238943689558 0.0197203713546498 0.000775192024237627 0.015298721554698 0.000441096432905801
0.0184137661257302 0.000516491474192258 0.0209302956820289 0.000694873813854564 0.0184059389861677 0.000515511193950679
0.0162454292397121 0.000424571911013627 0.0221785994006677 0.000875842555600387 0.016224044681241 0.000424176445895529
0.0184589847329759 0.000553095148424144 0.0226697528167606 0.000824432557163368 0.0184498300462392 0.000552079139995376
0.0175580516550767 0.000466102191544283 0.0225716449062274 0.000802939271216828 0.0175417057849071 0.000465578444745272
0.0179038887229141 0.000535775123711868 0.0272024799190839 0.00126697692211708 0.0179003593638308 0.000535651829386975
0.0159720677421775 0.000432574154370692 0.020985610147306 0.000815085258798025 0.0159621795968233 0.000432375401712892
0.018909363252872 0.000590007680911971 0.0246965516967604 0.00105183354489931 0.0188955044374673 0.000589228126638561
0.0162118785134789 0.000493004978270864 0.0200510543968754 0.000742690863014794 0.0162075219112506 0.000492821781929472
0.0187406232754215 0.000521747188573575 0.0230386391232768 0.000827569761507402 0.0187252753495961 0.000520816449518753
0.0163129137779509 0.000461476265931156 0.0197000370142573 0.000696453256450087 0.016305665315821 0.00046124626517983
0.0160068134992328 0.000442849647324689 0.0222770764224751 0.000893733969207223 0.0160093353971661 0.000443022397238549
0.0157701929615059 0.000418817415990515 0.0200081339131998 0.000711534865410271 0.0157597889712512 0.000418149686279799
0.015767195141188 0.000481134776835205 0.0199411380671606 0.000775875881073949 0.0157608697605856 0.00048100155438238
0.0169479465188295 0.000492685822807261 0.0202905573301254 0.00074662212670363 0.0169398018676356 0.00049257861809901
0.0174489485909552 0.000470965208704116 0.0274421107839292 0.00116099215020045 0.0174546223758828 0.00047036243705115
0.0183912146839029 0.000545958780331025 0.0239249059989042 0.000947794382292904 0.0183712402386828 0.000545116871671656
0.0202487954343492 0.000624587042898724 0.0266407400183899 0.00112272134200185 0.0202417764180029 0.000624396379439236
0.0152263941649162 0.000401208803215307 0.0181814170478149 0.000625882652103402 0.0152218724924563 0.000400798574549136
0.0142376938005946 0.000371082876289337 0.0197631090951929 0.000755939956974829 0.0142222647554947 0.000370364162709321
0.0188852897025959 0.000592533988815465 0.0235215630329998 0.000945847988277851 0.018876917641367 0.000591851748501274
0.0151496398870605 0.000444899637086818 0.0175521039489596 0.000664183497191929 0.0151283268733047 0.000444178314438162
0.0159640725645597 0.000489158570629409 0.0187667061184866 0.000694997654163257 0.0159627065229374 0.000488863662460052
0.015435628004767 0.000518221427076217 0.0197198021481973 0.000872683006720406 0.0154164446284723 0.000517152152834553
